"YEAR","SEMESTER","COURSECODE","COURSENAME","SECTION","ROWSEQ","TEACHTYPE","DAY1","DAY2","DAY3","DAY4","DAY5","DAY6","DAY7","STARTTIME","ENDTIME","BUILDING","ROOM","STUDYPROGRAMSYSTEM","GENEDSTATUS","GENERALSUBJECT","LECTURECREDIT","NONLECTURECREDIT","TOTALCREDIT","REALREG","TOTALREG","REMARK1","REMARK2","REMARK3","FACCODE"
"2026","1","2101811","THESIS","11","11","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","10","","","","21"
"2026","1","2101811","THESIS","12","12","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","10","","","","21"
"2026","1","2101811","THESIS","15","15","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","10","","","","21"
"2026","1","2101811","THESIS","17","17","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","10","","","","21"
"2026","1","2101811","THESIS","19","19","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","10","","","","21"
"2026","1","2101811","THESIS","21","21","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","10","","","","21"
"2026","1","2110203","COMP ENG MATH II","55","11","LECT","TH","","","","","","","0900","1200","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","100","CEDT01","","","21"
"2026","1","2110204","DISCRETE STRUC","52","2","LECT","FR","","","","","","","0900","1200","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","100","WEEK1-18,CEDT","","","21"
"2026","1","2110204","DISCRETE STRUC","54","4","LECT","FR","","","","","","","0900","1200","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","100","WEEK1-18,CEDT","","","21"
"2026","1","2110205","STAT COM ENG","51","1","LECT","TU","TH","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","WEEK1-9","CEDT","","21"
"2026","1","2110205","STAT COM ENG","52","3","LECT","TU","TH","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","WEEK1-9","CEDT","","21"
"2026","1","2110205","STAT COM ENG","53","5","LECT","TU","TH","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","WEEK1-9","CEDT","","21"
"2026","1","2110205","STAT COM ENG","54","7","LECT","TU","TH","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","WEEK1-9","CEDT","","21"
"2026","1","2110205","STAT COM ENG","55","9","LECT","TU","TH","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","100","CEDT01, CEDT02","","","21"
"2026","1","2110211","INTRO DATA STRUCT","1","1","LECT","MO","WE","","","","","","0930","1100","EN100","504  ","S","N","    ","3.000",".000","3.000","0","60","2CP","","","21"
"2026","1","2110211","INTRO DATA STRUCT","3","3","LECT","MO","WE","","","","","","0930","1100","EN100","501  ","S","N","    ","3.000",".000","3.000","0","60","2CP","","","21"
"2026","1","2110215","PROG METH I","1","2","LAB","AR","","","","","","","AR  ","AR  ","ENG3 ","AR   ","S","N","2   ","2.000","1.000","3.000","0","75","","","","21"
"2026","1","2110215","PROG METH I","2","4","LAB","AR","","","","","","","AR  ","AR  ","ENG3 ","AR   ","S","N","2   ","2.000","1.000","3.000","0","75","","","","21"
"2026","1","2110222","INTRO CEDT","51","1","LECT","TU","TH","","","","","","0900","1200","EN100","401  ","S","N","3   ","3.000",".000","3.000","0","100","WEEK 1-7","CEDT","","21"
"2026","1","2110222","INTRO CEDT","52","3","LECT","TU","TH","","","","","","0900","1200","EN100","401  ","S","N","3   ","3.000",".000","3.000","0","100","WEEK 1-7","CEDT","","21"
"2026","1","2110222","INTRO CEDT","53","5","LECT","TU","TH","","","","","","0900","1200","EN100","401  ","S","N","3   ","3.000",".000","3.000","0","100","WEEK 1-7","CEDT","","21"
"2026","1","2110222","INTRO CEDT","54","7","LECT","TU","TH","","","","","","0900","1200","EN100","401  ","S","N","3   ","3.000",".000","3.000","0","100","WEEK1-7","CEDT","","21"
"2026","1","2110233","COMP ENG MATH LAB","3","3","LAB","FR","","","","","","","0900","1100","ENG4 ","AR   ","S","N","    ",".000","1.000","1.000","0","5","17-10","","","21"
"2026","1","2110251","DIG COMP LOGIC","2","2","LECT","MO","WE","","","","","","1100","1230","ENG1 ","113  ","S","N","    ","3.000",".000","3.000","0","55","2CP","CP ONLY","","21"
"2026","1","2110252","DIG COMP LOGIC","51","1","LECT","MO","TU","WE","TH","","","","0900","1200","EN100","401  ","S","N","    ","3.000",".000","3.000","0","100","WEEK 8-12","CEDT","","21"
"2026","1","2110252","DIG COMP LOGIC","52","3","LECT","MO","TU","WE","TH","","","","0900","1200","EN100","401  ","S","N","    ","3.000",".000","3.000","0","100","WEEK 8-12","CEDT","","21"
"2026","1","2110252","DIG COMP LOGIC","53","5","LECT","MO","TU","WE","TH","","","","0900","1200","EN100","401  ","S","N","    ","3.000",".000","3.000","0","100","WEEK 8-12","CEDT","","21"
"2026","1","2110201","COMP ENG MATH","54","7","LECT","TU","WE","","","","","","0900","1200","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","WEEK1-9","CEDT","","21"
"2026","1","2110263","DIG LOGIC LAB I","1","1","LAB","MO","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ",".000","1.000","1.000","0","60","2CP","18-16","","21"
"2026","1","2110263","DIG LOGIC LAB I","3","3","LAB","TH","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ",".000","1.000","1.000","0","60","2CP","18-16","","21"
"2026","1","2110291","INDIV COMP I","1","2","IDPS","AR","","","","","","","AR  ","AR  ","ENG3 ","AR   ","S","N","    ",".000","1.000","1.000","0","50","","","","21"
"2026","1","2110291","INDIV COMP I","51","4","IDPS","IA","","","","","","","IA  ","IA  ","ENG4 ","AR   ","S","N","    ",".000","1.000","1.000","0","100","","","","21"
"2026","1","2110328","DATA STRUCT ALGO","51","1","LECT","MO","TU","WE","TH","","","","0900","1200","EN100","401  ","S","N","    ","4.000",".000","4.000","0","100","WEEK 13-17","CEDT","","21"
"2026","1","2110328","DATA STRUCT ALGO","52","3","LECT","MO","TU","WE","TH","","","","0900","1200","EN100","401  ","S","N","    ","4.000",".000","4.000","0","100","WEEK 13-17","CEDT","","21"
"2026","1","2101811","THESIS","23","23","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","10","","","","21"
"2026","1","2101811","THESIS","25","25","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","15","","","","21"
"2026","1","2101811","THESIS","27","27","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","10","","","","21"
"2026","1","2101811","THESIS","29","29","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","10","","","","21"
"2026","1","2101811","THESIS","31","31","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","10","","","","21"
"2026","1","2101811","THESIS","33","33","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","10","","","","21"
"2026","1","2101811","THESIS","35","35","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","10","","","","21"
"2026","1","2101811","THESIS","37","37","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","10","DR.SIWARAK","","","21"
"2026","1","2101818","LIFE CY CONC STRUC","1","1","LECT","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ","3.000",".000","3.000","0","5"," "," "," ","21"
"2026","1","2101828","DISSERTATION","2","2","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","4","4","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","6","6","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","8","8","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","10","10","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","12","12","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","14","14","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","16","16","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","18","18","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","20","20","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","22","22","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101811","THESIS","7","7","IDVS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","12.000","12.000","0","10","","","","21"
"2026","1","2101828","DISSERTATION","25","25","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","27","27","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","30","30","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","32","32","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","34","34","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","36","36","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101828","DISSERTATION","38","38","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","DR.PHADUNGSAK","","","21"
"2026","1","2101829","DISSERTATION","2","2","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","4","4","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2110328","DATA STRUCT ALGO","53","5","LECT","MO","TU","WE","TH","","","","0900","1200","EN100","401  ","S","N","    ","4.000",".000","4.000","0","100","WEEK 13-17","CEDT","","21"
"2026","1","2110328","DATA STRUCT ALGO","54","7","LECT","MO","TU","WE","TH","","","","0900","1200","EN100","401  ","S","N","    ","4.000",".000","4.000","0","100","WEEK 13-17","CEDT","","21"
"2026","1","2110328","DATA STRUCT ALGO","55","9","LECT","MO","TU","WE","TH","","","","0900","1200","EN100","401  ","S","N","    ","4.000",".000","4.000","0","100","CEDT01","CEDT02","","21"
"2026","1","2110335","SOFTWARE ENG I","1","1","LECT","TU","TH","","","","","","0930","1100","ENG3 ","317  ","S","N","    ","3.000",".000","3.000","0","36","3CP","","","21"
"2026","1","2110335","SOFTWARE ENG I","3","3","LECT","TU","TH","","","","","","0930","1100","ENG3 ","418  ","S","N","    ","3.000",".000","3.000","0","36","3CP","","","21"
"2026","1","2110336","SOFTWARE ENG II","1","1","LECT","TU","","","","","","","0800","1100","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","10","5CP+ ONLY","","","21"
"2026","1","2110356","EMBEDDED SYS","51","2","LECT","MO","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","WEEK1-18","CEDT","","21"
"2026","1","2110356","EMBEDDED SYS","52","4","LECT","MO","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","WEEK1-18","CEDT","","21"
"2026","1","2110356","EMBEDDED SYS","53","6","LECT","MO","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","WEEK1-18","CEDT","","21"
"2026","1","2110356","EMBEDDED SYS","54","8","LECT","MO","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","WEEK1-18","CEDT","","21"
"2026","1","2110366","EMBEDDED SYS LAB ","2","2","LAB","WE","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ",".000","1.000","1.000","0","55","3CP","18-15","","21"
"2026","1","2110391","INDIV COMP III","1","1","IDPS","IA","","","","","","","IA  ","IA  ","ENG4 ","AR   ","S","N","    ",".000","1.000","1.000","0","60","3CP","","","21"
"2026","1","2110391","INDIV COMP III","51","3","IDPS","IA","","","","","","","IA  ","IA  ","ENG4 ","AR   ","S","N","    ",".000","1.000","1.000","0","100","","","","21"
"2026","1","2110403","INTRO DATA SCI ENG","51","2","LECT","WE","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","WEEK10-18","CEDT","","21"
"2026","1","2110403","INTRO DATA SCI ENG","52","4","LECT","WE","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","WEEK10-18","CEDT","","21"
"2026","1","2110403","INTRO DATA SCI ENG","53","6","LECT","WE","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","WEEK10-18","CEDT","","21"
"2026","1","2110403","INTRO DATA SCI ENG","54","8","LECT","WE","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","76","WEEK10-18","CEDT","","21"
"2026","1","2110413","COMP SECURITY","51","2","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","CEDT","","","21"
"2026","1","2110413","COMP SECURITY","53","4","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","CEDT","","","21"
"2026","1","2110415","SOFT DEF SYS","21","1","LECT","TU","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","0","60","4CP","ROOM 18-16","","21"
"2026","1","2110423","SOFTWARE ENG","2","2","LECT","TU","","","","","","","0800","1100","ENG4 ","0201 ","S","N","    ","3.000",".000","3.000","0","40","","","","21"
"2026","1","2110252","DIG COMP LOGIC","54","7","LECT","MO","TU","WE","TH","","","","0900","1200","EN100","401  ","S","N","    ","3.000",".000","3.000","0","100","WEEK 8-12","CEDT","","21"
"2026","1","2110426","SE LAB","2","2","LAB","TH","","","","","","","0800","1100","EN100","201A ","S","N","    ",".000","1.000","1.000","0","40","","","","21"
"2026","1","2110426","SE LAB","4","4","LAB","TH","","","","","","","0800","1100","EN100","201A ","S","N","    ",".000","1.000","1.000","0","40","","","","21"
"2026","1","2110431","INTRO DIG IMAGING","33","1","LECT","WE","","","","","","","1300","1600","EN100","201B ","S","N","    ","3.000",".000","3.000","0","55","3CP, 4CP ENGLISH","","","21"
"2026","1","2110471","COMP NETWORK I","1","1","LECT","MO","","","","","","","0900","1200","ENG4 ","AR   ","S","N","    ","2.000","1.000","3.000","0","37","18-15/18-16","","","21"
"2026","1","2110471","COMP NETWORK I","3","3","LECT","MO","","","","","","","0900","1200","ENG4 ","02011","S","N","    ","2.000","1.000","3.000","0","38","18-15/18-16","","","21"
"2026","1","2110473","FLT TOLERANT COMP","21","1","LECT","MO","","","","","","","1300","1600","ENG3 ","421  ","S","N","    ","3.000",".000","3.000","0","50","3CP, 4CP","","","21"
"2026","1","2101829","DISSERTATION","6","6","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","8","8","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","10","10","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","12","12","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","14","14","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","16","16","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","18","18","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","20","20","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","22","22","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","24","24","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","26","26","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","28","28","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","30","30","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","32","32","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","34","34","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","36","36","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","","","","21"
"2026","1","2101829","DISSERTATION","38","38","IDPS","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000","60.000","60.000","0","5","DR.PHADUNGSAK","","","21"
"2026","1","2101841","SPEC ST TRAN ENG","1","1","LECT","TU","","","","","","","1230","1530","CE   ","313  ","S","N","    ","3.000",".000","3.000","0","15","","","","21"
"2026","1","2101871","RISK MGT CIV/ENV","1","1","LECT","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ","3.000",".000","3.000","0","5"," "," "," ","21"
"2026","1","2101894","DOC DISSERT SEM","2","2","SMNA","FR","","","","","","","1300","1600","CE   ","AR   ","S","N","    ",".000",".000",".000","0","20","GEOTECHNICAL ONLY"," "," ","21"
"2026","1","2101828","DISSERTATION","28","28","IDPS","AR","","","","","","","AR  ","AR  ","CE   ","AR   ","S","N","    ",".000","48.000","48.000","0","5","","","","21"
"2026","1","2101897","QUALIFYING EXAM","1","1","LECT","IA","","","","","","","IA  ","IA  ","CE   ","IA   ","S","N","    ",".000",".000",".000","0","20"," "," "," ","21"
"2026","1","2102203","PROB STAT ELEC ENG","2","2","LECT","TU","TH","","","","","","0800","0930","ENG3 ","319  ","S","N","    ","3.000",".000","3.000","0","45","2EE","","","21"
"2026","1","2102204","DIFF EQN TRANSFORM","1","1","LECT","MO","WE","","","","","","1100","1230","ENG1 ","303  ","S","N","    ","3.000",".000","3.000","0","44","2EE","","","21"
"2026","1","2102204","DIFF EQN TRANSFORM","3","3","LECT","MO","WE","","","","","","1100","1230","ENG3 ","317  ","S","N","    ","3.000",".000","3.000","0","42","2EE","","","21"
"2026","1","2102206","INTRO EE","2","2","LAB","TU","","","","","","","1300","1600","ENG3 ","AR   ","S","N","    ",".000","1.000","1.000","0","26","2EE","","","21"
"2026","1","2102206","INTRO EE","4","4","LAB","TU","","","","","","","1300","1600","ENG3 ","AR   ","S","N","    ",".000","1.000","1.000","0","25","2EE","","","21"
"2026","1","2102208","PROG EE","1","1","LECT","WE","","","","","","","1300","1600","ENG1 ","302  ","S","N","    ","3.000",".000","3.000","0","64","2EE","","","21"
"2026","1","2102210","CIRCUIT THEORY I","1","1","LECT","TU","TH","","","","","","0930","1100","ENG3 ","320  ","S","N","    ","3.000",".000","3.000","0","43","2EE","","","21"
"2026","1","2102210","CIRCUIT THEORY I","3","3","LECT","TU","TH","","","","","","0930","1100","ENG3 ","417  ","S","N","    ","3.000",".000","3.000","0","42","2EE","","","21"
"2026","1","2110477","ARTIFICL INTELL II","51","2","LECT","FR","","","","","","","0900","1200","ENG3 ","421  ","S","N","    ","3.000",".000","3.000","0","1","CEDT01","","","21"
"2026","1","2110479","COMPUTER GRAPHICS","51","2","LECT","FR","","","","","","","0900","1200","ENG3 ","219  ","S","N","    ","3.000",".000","3.000","0","1","CDET","","","21"
"2026","1","2110488","CAP PROJ I","1","1","PRAC","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ",".000","2.000","2.000","0","145","CP 4","","","21"
"2026","1","2110488","CAP PROJ I","52","3","PRAC","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ",".000","2.000","2.000","0","75","CEDT","","","21"
"2026","1","2110488","CAP PROJ I","54","5","PRAC","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ",".000","2.000","2.000","0","75","CEDT","","","21"
"2026","1","2110489","CAP PROJ II","52","2","PRAC","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ",".000","3.000","3.000","0","75","CEDT","","","21"
"2026","1","2110489","CAP PROJ II","54","4","PRAC","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ",".000","3.000","3.000","0","75","CEDT","","","21"
"2026","1","2110495","ADV TOPIC COMP I","2","2","LECT","MO","","","","","","","0800","1100","ENG3 ","419  ","S","N","    ","3.000",".000","3.000","0","80","C.F.","","","21"
"2026","1","2110500","TEACHING ASSISTANT","1","1","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ",".000",".000",".000","0","15","***TA ONLY***","","","21"
"2026","1","2110503","SW DEV PRAC","5","2","LECT","SU","","","","","","","1300","1600","ENG4 ","AR   ","S","N","    ","3.000",".000","3.000","0","40","GRAD ONLY","17-10","","21"
"2026","1","2110503","SW DEV PRAC","22","4","LECT","TU","","","","","","","1300","1600","ENG3 ","409  ","S","N","    ","3.000",".000","3.000","0","40","UNDERGRAD ONLY","","","21"
"2026","1","2110506","SOFT DEF SYS I","52","2","LECT","TH","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","CEDT","","","21"
"2026","1","2110506","SOFT DEF SYS I","54","4","LECT","TH","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","CEDT","","","21"
"2026","1","2110507","SW DEV PRAC II","21","2","LECT","TH","","","","","","","1300","1600","ENG3 ","320  ","S","N","    ","3.000",".000","3.000","0","46","ONLINE","","","21"
"2026","1","2110521","SOFTWARE ARCH","1","1","LECT","WE","","","","","","","0900","1200","EN100","502  ","S","N","    ","3.000",".000","3.000","0","30","GRAD ONLY","","","21"
"2026","1","2110521","SOFTWARE ARCH","21","3","LECT","WE","","","","","","","0900","1200","EN100","502  ","S","N","    ","3.000",".000","3.000","0","70","4CP","","","21"
"2026","1","2110523","ENTERP APP ARCH","1","1","LECT","MO","","","","","","","1300","1600","ENG3 ","205  ","S","N","    ","3.000",".000","3.000","0","30","","","","21"
"2026","1","2110531","DATA SCI ENG TOOLS","1","1","LECT","TU","","","","","","","1300","1600","ENG3 ","417  ","S","N","    ","3.000",".000","3.000","0","30","GRAD ONLY","","","21"
"2026","1","2110574","AI ENG","1","1","LECT","FR","","","","","","","1300","1600","ENG3 ","324  ","S","N","    ","3.000",".000","3.000","0","80","NON CP ONLY","","","21"
"2026","1","2110575","IOT SYS DIG SOL","52","2","LECT","WE","","","","","","","0900","1200","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","CEDT","","","21"
"2026","1","2110575","IOT SYS DIG SOL","54","4","LECT","WE","","","","","","","0900","1200","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","75","CEDT","","","21"
"2026","1","2110423","SOFTWARE ENG","4","4","LECT","TU","","","","","","","0800","1100","ENG4 ","0201 ","S","N","    ","3.000",".000","3.000","0","40","","","","21"
"2026","1","2110582","SP PRC TOP DT I","52","2","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","1","WEEK1-19","CEDT","","21"
"2026","1","2110582","SP PRC TOP DT I","54","4","LECT","AR","","","","","","","AR  ","AR  ","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","1","WEEK1-19","CEDT","","21"
"2026","1","2110582","SP PRC TOP DT I","63","6","LECT","TU","","","","","","","0900","1200","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","1","CEDT01","","","21"
"2026","1","2110582","SP PRC TOP DT I","69","8","LECT","MO","","","","","","","0900","1200","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","1","CEDT01","","","21"
"2026","1","2110582","SP PRC TOP DT I","71","10","LECT","MO","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","1","CEDT01","","","21"
"2026","1","2110582","SP PRC TOP DT I","80","12","LECT","TU","","","","","","","1300","1600","AR   ","AR   ","S","N","    ","3.000",".000","3.000","0","1","CEDT01","","","21"
"2026","1","2102213","CIR THEORY I/LAB","1","1","LECT","TU","TH","","","","","","0930","1100","AR   ","AR   ","S","N","    ","3.000","1.000","4.000","0","5","FOLLOW-UP COURSE","","","21"
"2026","1","2102253","ELEC MACH I/LAB","1","1","LECT","MO","WE","","","","","","1100","1230","ENG3 ","204  ","S","N","    ","3.000","1.000","4.000","0","30","","","","21"
"2026","1","2102253","ELEC MACH I/LAB","1","3","LAB","FR","","","","","","","1100","1200","ENG3 ","206  ","S","N","    ","3.000","1.000","4.000","0","30","RECITATION","","","21"
"2026","1","2102253","ELEC MACH I/LAB","2","5","LAB","TU","","","","","","","1400","1600","GEW  ","AR   ","S","N","    ","3.000","1.000","4.000","0","30","","","","21"
"2026","1","2102301","CO-OP ED I","1","1","FWK","IA","","","","","","","IA  ","IA  ","IA   ","IA   ","S","N","    ",".000","1.000","1.000","0","10","3EE","","","21"
