"STUDENTCODE","COURSECODENO","FACCODE","FACULTYGROUP","DEPCODE","MAJORCODE","PROGRAM","STUDYPROGRAMSYSTEM","PROJECT","STARTACADYEAR","STARTSEMESTER","MAXPERIOD","MINPERIOD","CREDITTOT","FACNAME","DEPNAME","MAJORNAME","FACNAMEENG","DEPNAMEENG","MAJORNAMEENG","UPDATEDATE"
"6531309821","3736","21","1","2110","21100","3"," ","021","2022","1","16","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","17/06/2022 11:00:26"
"6531311021","3736","21","1","2110","21100","3"," ","021","2022","1","16","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","17/06/2022 11:00:28"
"6531314921","3736","21","1","2110","21100","3"," ","021","2022","1","16","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","17/06/2022 11:00:31"
"6538153421","3735","21","1","2100","21006","3","I","215","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","","วิศวกรรมการออกแบบและการผลิตยานยนต์","FACULTY OF ENGINEERING","","Automotive Design and Manufacturing Engineering","17/06/2022 11:07:00"
"6538155721","3735","21","1","2100","21006","3","I","215","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","","วิศวกรรมการออกแบบและการผลิตยานยนต์","FACULTY OF ENGINEERING","","Automotive Design and Manufacturing Engineering","18/09/2023 10:59:04"
"6538158621","3757","21","1","2100","21001","3","I","215","2022","1","16","7","143","คณะวิศวกรรมศาสตร์","","วิศวกรรมอากาศยาน","FACULTY OF ENGINEERING","","Aerospace Engineering","17/06/2022 11:07:04"
"6538160821","3734","21","1","2100","21002","3","I","215","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","","วิศวกรรมสารสนเทศและการสื่อสาร","FACULTY OF ENGINEERING","","Information and Communication Engineering","17/06/2022 11:07:06"
"6538162021","3757","21","1","2100","21001","3","I","215","2022","1","16","7","143","คณะวิศวกรรมศาสตร์","","วิศวกรรมอากาศยาน","FACULTY OF ENGINEERING","","Aerospace Engineering","17/06/2022 11:07:08"
"6538164321","3734","21","1","2100","21002","3","I","215","2022","1","16","7","146","คณะวิศวกรรมศาสตร์","","วิศวกรรมสารสนเทศและการสื่อสาร","FACULTY OF ENGINEERING","","Information and Communication Engineering","17/06/2022 11:07:10"
"6538166621","3735","21","1","2100","21006","3","I","215","2022","1","16","7","144","คณะวิศวกรรมศาสตร์","","วิศวกรรมการออกแบบและการผลิตยานยนต์","FACULTY OF ENGINEERING","","Automotive Design and Manufacturing Engineering","17/06/2022 11:07:11"
"6538170021","3140","21","1","2100","21009","3","I","215","2022","1","16","7","135","คณะวิศวกรรมศาสตร์","","วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์","FACULTY OF ENGINEERING","","Robotics and Artificial Intelligence Engineering","17/06/2022 11:07:15"
"6331409721","3625","21","1","2111","21113","3"," ","021","2020","1","17","7","145","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมนิวเคลียร์","วิศวกรรมนิวเคลียร์และรังสี","FACULTY OF ENGINEERING","DEPARTMENT OF NUCLEAR ENGINEERING","Nuclear and Radiological Engineering","09/10/2023 15:15:10"
"6430054421","3513","21","1","2101","21010","3"," ","217","2021","1","16","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","23/08/2022 16:42:55"
"6278809821","3350","21","1","2101","21010","7"," ","215","2019","2","14","2","60","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","09/10/2023 15:15:10"
"6330126921","3513","21","1","2101","21010","3"," ","217","2020","1","17","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโยธา","วิศวกรรมโยธา                                                          ","FACULTY OF ENGINEERING","DEPARTMENT OF CIVIL ENGINEERING","Civil Engineering                                                     ","09/10/2023 15:15:10"
"6531316121","3736","21","1","2110","21100","3"," ","021","2022","1","16","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","17/06/2022 11:00:33"
"6331507521","3347","21","1","2109","21091","3"," ","217","2020","1","17","7","146","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมโลหการ","วิศวกรรมโลหการและวัสดุ                                                ","FACULTY OF ENGINEERING","DEPARTMENT OF METALLURGICAL ENGINEERING","Metallurgical and Materials Engineering                               ","09/10/2023 15:15:10"
"6532187721","3736","21","1","2110","21100","3"," ","216","2022","1","16","7","141","คณะวิศวกรรมศาสตร์","ภาควิชาวิศวกรรมคอมพิวเตอร์","วิศวกรรมคอมพิวเตอร์                                                   ","FACULTY OF ENGINEERING","DEPARTMENT OF COMPUTER ENGINEERING","Computer Engineering                                                  ","17/06/2022 11:04:29"
